"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000002102" "chr2-1581" "chr2" 90901026 90901180 2.72 3.86e-05 "Psmc3" "proteasome (prosome, macropain) 26S subunit, ATPase 3" "2" 90894166 90906526 1 "E1" NA -0.008599953 7.091473509 0.9161816447 1
"ENSMUSG00000002105" "chr2-1581" "chr2" 90901026 90901180 2.72 3.86e-05 "Slc39a13" "solute carrier family 39 (metal ion transporter), member 13" "2" 90901948 90910574 -1 "E1" NA -0.0334192024 4.4715820242 0.7596068785 1
"ENSMUSG00000002105" "chr2-668" "chr2" 90911000 90911160 2.06 2.54e-05 "Slc39a13" "solute carrier family 39 (metal ion transporter), member 13" "2" 90901948 90910574 -1 "E1" NA -0.0334192024 4.4715820242 0.7596068785 1
"ENSMUSG00000002107" "chr2-1961" "chr2" 6836066 6836220 2.72 8.43e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA 0.0217636403 8.5828810304 0.775052832 1
"ENSMUSG00000002107" "chr2-757" "chr2" 6803652 6803812 2.2 2.69e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA 0.0217636403 8.5828810304 0.775052832 1
"ENSMUSG00000002107" "chr2-1965" "chr2" 7068807 7068967 2.69 2.45e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA 0.0217636403 8.5828810304 0.775052832 1
"ENSMUSG00000002111" "chr2-668" "chr2" 90911000 90911160 2.06 2.54e-05 "Sfpi1" "SFFV proviral integration 1" "2" 90922547 90955913 1 "E1" NA -0.0460363779 1.6445255376 0.8169721761 1
"ENSMUSG00000002228" "chr3-3321" "chr3" 104590879 104591039 4.9 3.4e-06 "Ppm1j" "protein phosphatase 1J" "3" 104583974 104588936 1 "F2.2" NA 0.4370182048 0.643411697 0.0575 1
"ENSMUSG00000002233" "chr3-3321" "chr3" 104590879 104591039 4.9 3.4e-06 "Rhoc" "ras homolog gene family, member C" "3" 104591929 104597377 1 "F2.2" NA 0.1604784988 3.6736540228 0.22 1
"ENSMUSG00000002279" "chr17-661" "chr17" 25716226 25716386 2.88 1.55e-07 "Lmf1" "lipase maturation factor 1" "17" 25716119 25799771 1 "A3.3" NA 0.0177784136 3.8906542183 0.8866138682 1
"ENSMUSG00000002346" "chr8-780" "chr8" 72735621 72735781 2.75 4.45e-07 "Slc25a42" "solute carrier family 25, member 42" "8" 72708239 72736204 -1 "B3.3" NA -0.0566474559 5.5859449179 0.5327117237 1
"ENSMUSG00000002365" "chr17-1088" "chr17" 5823146 5823300 3.06 4.39e-05 "Snx9" "sorting nexin 9" "17" 5841346 5931946 1 "A1" NA 0.0670737135 3.7727986842 0.6004358964 1
"ENSMUSG00000002365" "chr17-2509" "chr17" 5839967 5840127 4.9 3.4e-06 "Snx9" "sorting nexin 9" "17" 5841346 5931946 1 "A1" NA 0.0670737135 3.7727986842 0.6004358964 1
"ENSMUSG00000002489" "chr16-574" "chr16" 89818405 89818559 2.3 9.59e-05 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA 0.2439765977 6.1892537264 0.00453 0.288
"ENSMUSG00000002489" "chr16-479" "chr16" 89817634 89817794 2.37 3.79e-05 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA 0.2439765977 6.1892537264 0.00453 0.288
"ENSMUSG00000002578" "chr10-3" "chr10" 128063600 128063760 2.79 1.34e-12 "Ikzf4" "IKAROS family zinc finger 4" "10" 128067899 128083047 -1 "D3" NA 0.0629556967 3.8609322406 0.6151753384 1
"ENSMUSG00000002608" "chr7-1532" "chr7" 26497284 26497438 2.85 1.33e-05 "Ccdc97" "coiled-coil domain containing 97" "7" 26496125 26504107 -1 "A3" NA 0.052296728 5.7346716234 0.5571368553 1
"ENSMUSG00000002617" "chr17-1008" "chr17" 23329028 23329188 3.21 1.17e-06 "Zfp40" "zinc finger protein 40" "17" 23310836 23330219 -1 "A3.3" NA -0.0265124359 4.3307649316 0.8151618556 1
"ENSMUSG00000002781" "chr7-306" "chr7" 53152721 53152881 2.2 6.88e-08 "Tmem143" "transmembrane protein 143" "7" 53152311 53172783 1 "B4" NA 0.1005593812 4.2754021055 0.3756915042 1
"ENSMUSG00000002797" "chr6-748" "chr6" 54943212 54943372 3.4 1.04e-07 "Ggct" "gamma-glutamyl cyclotransferase" "6" 54932574 54942944 -1 "B3" NA 0.0078900415 3.7385238559 0.9531836983 1
"ENSMUSG00000002799" "chr12-1397" "chr12" 114161799 114161953 4.9 7.25e-08 "Jag2" "jagged 2" "12" 114146801 114167706 -1 "F1" NA 0.0196646567 4.8645605196 0.8450649905 1
"ENSMUSG00000002871" "chr6-706" "chr6" 88876713 88876867 2.38 3.94e-05 "Tpra1" "transmembrane protein, adipocyte asscociated 1" "6" 88852245 88862232 1 "D1" NA 0.0770353484 4.7828842184 0.4510014184 1
"ENSMUSG00000002871" "chr6-707" "chr6" 88921141 88921295 2.63 1.04e-05 "Tpra1" "transmembrane protein, adipocyte asscociated 1" "6" 88852245 88862232 1 "D1" NA 0.0770353484 4.7828842184 0.4510014184 1
"ENSMUSG00000002949" "chr8-642" "chr8" 4275658 4275818 2.01 8.02e-05 "Timm44" "translocase of inner mitochondrial membrane 44" "8" 4259731 4275913 -1 "A1.1" NA 0.005346395 5.6023588543 0.9529540187 1
"ENSMUSG00000002968" "chr7-687" "chr7" 52125663 52125823 2.28 1.56e-06 "Med25" "mediator of RNA polymerase II transcription, subunit 25 homolog (yeast)" "7" 52134761 52147779 -1 "B4" NA 0.0416355559 6.0297436742 0.6318316753 1
"ENSMUSG00000002980" "chr7-2410" "chr7" 20339739 20339893 3.5 7.85e-06 "Bcam" "basal cell adhesion molecule" "7" 20341480 20356365 -1 "A3" NA 0.0861723596 3.7630957004 0.5016525383 1
"ENSMUSG00000003062" "chr13-1087" "chr13" 19459359 19459513 4.77 1e-08 "Stard3nl" "STARD3 N-terminal like" "13" 19449546 19487621 -1 "A2" NA -0.0548405141 5.10257406 0.5710409116 1
"ENSMUSG00000003072" "chr10-1280" "chr10" 79608917 79609071 2.87 6.29e-05 "Atp5d" "ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit" "10" 79601377 79608563 1 "C1" NA 0.0276401865 7.4544527333 0.7300731375 1
"ENSMUSG00000003072" "chr10-1279" "chr10" 79607870 79608024 3.57 1.06e-06 "Atp5d" "ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit" "10" 79601377 79608563 1 "C1" NA 0.0276401865 7.4544527333 0.7300731375 1
"ENSMUSG00000003099" "chr7-2044" "chr7" 17607068 17607222 8.17 2.92e-11 "Ppp5c" "protein phosphatase 5, catalytic subunit" "7" 17589989 17613273 -1 "A2" NA -0.0092749483 6.8908025694 0.9103925449 1
"ENSMUSG00000003131" "chr9-1227" "chr9" 45819831 45819991 5.44 5.6e-12 "Pafah1b2" "platelet-activating factor acetylhydrolase, isoform 1b, subunit 2" "9" 45773394 45792954 -1 "A5.2" NA -0.0525230723 7.6829706801 0.5075988639 1
"ENSMUSG00000003153" "chr6-235" "chr6" 122714320 122714480 2.24 2.42e-06 "Slc2a3" "solute carrier family 2 (facilitated glucose transporter), member 3" "6" 122677827 122751658 -1 "F2" NA -0.0520710043 7.5422664303 0.5141418432 1
"ENSMUSG00000003178" "chr6-2038" "chr6" 121004003 121004157 3.03 2.03e-05 "Mical3" "microtubule associated monoxygenase, calponin and LIM domain containing 3" "6" 120951381 121031627 -1 "F1" NA -0.0424214956 3.1959065905 0.7756654184 1
"ENSMUSG00000003178" "chr6-294" "chr6" 121080825 121080985 2 1.42e-05 "Mical3" "microtubule associated monoxygenase, calponin and LIM domain containing 3" "6" 120951381 121031627 -1 "F1" NA -0.0424214956 3.1959065905 0.7756654184 1
"ENSMUSG00000003198" "chr17-855" "chr17" 56031961 56032121 3.6 6.06e-10 "Zfp959" "zinc finger protein 959" "17" 56031607 56038007 1 "D" NA 0.1902311653 1.9992019587 0.297 1
"ENSMUSG00000003199" "chr17-1759" "chr17" 56170478 56170638 3.31 1.76e-05 "Mpnd" "MPN domain containing" "17" 56145134 56156213 1 "D" NA 0.0453751865 6.017350194 0.601513386 1
"ENSMUSG00000003200" "chr17-1759" "chr17" 56170478 56170638 3.31 1.76e-05 "Sh3gl1" "SH3-domain GRB2-like 1" "17" 56156176 56176058 -1 "D" NA 0.0051043093 5.2292166829 0.9584575747 1
"ENSMUSG00000003234" "chr16-406" "chr16" 20548286 20548446 2.25 7.91e-06 "Abcf3" "ATP-binding cassette, sub-family F (GCN20), member 3" "16" 20548650 20561452 1 "A3" NA 0.0196291457 6.1040195665 0.8214330258 1
"ENSMUSG00000003271" "chr7-3965" "chr7" 53005079 53005239 2.94 4.44e-05 "Sult2b1" "sulfotransferase family, cytosolic, 2B, member 1" "7" 52985353 53014982 -1 "B4" NA -0.0394169203 2.826863729 0.8033152002 1
"ENSMUSG00000003279" "chr17-1598" "chr17" 71104750 71104910 3.04 1.45e-05 "Dlgap1" "discs, large (Drosophila) homolog-associated protein 1" "17" 70318413 71170753 1 "E1.3" NA -0.0599017622 8.6904907836 0.4298157553 1
"ENSMUSG00000003378" "chr7-946" "chr7" 25792291 25792451 3.31 3.55e-07 "Grik5" "glutamate receptor, ionotropic, kainate 5 (gamma 2)" "7" 25794872 25857388 -1 "A3" NA 0.046099773 8.0031116084 0.5551427872 1
"ENSMUSG00000003411" "chr4-2384" "chr4" 108551637 108551791 3.91 7e-08 "Rab3b" "RAB3B, member RAS oncogene family" "4" 108551668 108615929 1 "C7" NA 0.123560519 5.8510457057 0.161 1
"ENSMUSG00000003541" "chr17-1251" "chr17" 35945307 35945467 4.55 1.82e-08 "Ier3" "immediate early response 3" "17" 35958629 35959868 1 "B1" NA 0.0031989093 3.3535101367 0.9869024621 1
"ENSMUSG00000003545" "chr7-98" "chr7" 19886354 19886514 2.69 3.45e-09 "Fosb" "FBJ osteosarcoma oncogene B" "7" 19888070 19895394 -1 "A3" NA -0.3002166192 4.8558410535 0.00297 0.217
"ENSMUSG00000003581" "chr11-42" "chr11" 4035255 4035415 2.11 6.76e-08 "Rnf215" "ring finger protein 215" "11" 4035205 4041175 1 "A1" NA 0.0110628123 4.6312677264 0.9183351609 1
"ENSMUSG00000003617" "chr3-1302" "chr3" 19853531 19853691 2.77 2.45e-05 "Cp" "ceruloplasmin" "3" 19857054 19909145 1 "A2" NA 0.0420512351 3.737462155 0.746473277 1
"ENSMUSG00000003810" "chr4-2763" "chr4" 116041299 116041459 16.16 1.87e-14 "Mast2" "microtubule associated serine/threonine kinase 2" "4" 115979367 116136788 -1 "D1" NA -0.0086231642 7.1960928911 0.9159230834 1
"ENSMUSG00000003873" "chr7-1240" "chr7" 52722407 52722567 2.64 1.77e-05 "Bax" "BCL2-associated X protein" "7" 52717065 52722268 -1 "B4" NA 0.0645806495 5.0645960086 0.5077649904 1
"ENSMUSG00000003955" "chr16-1291" "chr16" 36063272 36063432 3.53 1.99e-05 "Fam162a" "family with sequence similarity 162, member A" "16" 36043930 36071601 -1 "B3" NA 0.0099875416 4.6170656494 0.9258456166 1
"ENSMUSG00000003974" "chr5-2672" "chr5" 9721838 9721998 2.69 2.45e-05 "Grm3" "glutamate receptor, metabotropic 3" "5" 9485236 9725352 -1 "A1" NA -0.0382283922 5.5986554631 0.671916029 1
"ENSMUSG00000004035" "chr3-1735" "chr3" 107734450 107734610 3.23 6.9e-05 "Gstm7" "glutathione S-transferase, mu 7" "3" 107729252 107734735 -1 "F2.3" NA -0.1234527846 3.4100679131 0.3709925223 1
"ENSMUSG00000004044" "chr11-1832" "chr11" 100844740 100844894 3.33 1.85e-06 "Ptrf" "polymerase I and transcript release factor" "11" 100818047 100832201 -1 "D" NA 0.0355435897 4.4112114153 0.7513314317 1
"ENSMUSG00000004056" "chr7-1330" "chr7" 28376118 28376278 3.88 7.31e-09 "Akt2" "thymoma viral proto-oncogene 2" "7" 28376571 28425845 1 "A3" NA -0.0461958618 7.0287896017 0.5718534184 1
"ENSMUSG00000004069" "chr16-472" "chr16" 4655696 4655850 2.3 9.59e-05 "Dnaja3" "DnaJ (Hsp40) homolog, subfamily A, member 3" "16" 4639989 4707695 1 "A1" NA -0.031443308 5.9316498442 0.7204498436 1
"ENSMUSG00000004069" "chr16-1068" "chr16" 4659819 4659973 7.15 8.07e-12 "Dnaja3" "DnaJ (Hsp40) homolog, subfamily A, member 3" "16" 4639989 4707695 1 "A1" NA -0.031443308 5.9316498442 0.7204498436 1
"ENSMUSG00000004085" "chr2-987" "chr2" 72314006 72314166 2.32 3.79e-05 "B230120H23Rik" "RIKEN cDNA B230120H23 gene" "2" 72123694 72280667 1 "C3" NA -0.0905687628 2.7658770786 0.5667999206 1
"ENSMUSG00000004085" "chr2-917" "chr2" 72123876 72124036 2.57 1.7e-06 "B230120H23Rik" "RIKEN cDNA B230120H23 gene" "2" 72123694 72280667 1 "C3" NA -0.0905687628 2.7658770786 0.5667999206 1
"ENSMUSG00000004096" "chr9-504" "chr9" 14305142 14305302 2.08 5.75e-05 "Cwc15" "CWC15 homolog (S. cerevisiae)" "9" 14305061 14315021 1 "A1" NA -0.0327221873 5.7467107669 0.7131291648 1
"ENSMUSG00000004127" "chr3-85" "chr3" 137806501 137806661 2.04 7.52e-06 "Rg9mtd2" "RNA (guanine-9-) methyltransferase domain containing 2" "3" 137806412 137822785 1 "G3" NA -0.030221445 2.9106919688 0.8455451877 1
"ENSMUSG00000004270" "chr6-533" "chr6" 124612452 124612612 2.43 2.06e-06 "Lpcat3" "lysophosphatidylcholine acyltransferase 3" "6" 124613045 124654436 1 "F2" NA 0.0130491064 3.7484516978 0.9201739967 1
"ENSMUSG00000004383" "chr8-212" "chr8" 75878635 75878795 2.14 1.64e-06 "Large" "like-glycosyltransferase" "8" 75338498 75877439 -1 "B3.3" NA -0.0763815607 7.3622895785 0.3423582458 1
"ENSMUSG00000004383" "chr8-516" "chr8" 75877832 75877992 2.34 1.31e-07 "Large" "like-glycosyltransferase" "8" 75338498 75877439 -1 "B3.3" NA -0.0763815607 7.3622895785 0.3423582458 1
"ENSMUSG00000004393" "chr11-1231" "chr11" 6167540 6167700 3.1 9.64e-07 "Ddx56" "DEAD (Asp-Glu-Ala-Asp) box polypeptide 56" "11" 6158922 6167775 -1 "A1" NA -0.0322396411 4.9627697874 0.7470056317 1
"ENSMUSG00000004451" "chr1-1494" "chr1" 121343513 121343667 3.31 2.8e-05 "Ralb" "v-ral simian leukemia viral oncogene homolog B (ras related)" "1" 121366882 121401371 -1 "E2.3" NA 0.0265862475 4.3614940423 0.8138103058 1
"ENSMUSG00000004530" "chr5-2424" "chr5" 114307423 114307577 3.63 1.58e-05 "Coro1c" "coronin, actin binding protein 1C" "5" 114292445 114358767 -1 "F" NA -0.0168073017 6.3519022575 0.8443695017 1
"ENSMUSG00000004698" "chr12-716" "chr12" 35212879 35213039 2.25 4.02e-05 "Hdac9" "histone deacetylase 9" "12" 34732451 35213754 -1 "A3" NA -0.0545512728 5.2459069232 0.5644517923 1
"ENSMUSG00000004771" "chr9-718" "chr9" 64658669 64658829 2.33 2.3e-06 "Rab11a" "RAB11a, member RAS oncogene family" "9" 64563106 64585565 -1 "C" NA -0.0548333879 6.7239207716 0.5094986898 1
"ENSMUSG00000004771" "chr9-1646" "chr9" 64584295 64584455 2.66 9.4e-05 "Rab11a" "RAB11a, member RAS oncogene family" "9" 64563106 64585565 -1 "C" NA -0.0548333879 6.7239207716 0.5094986898 1
"ENSMUSG00000004865" "chr17-1399" "chr17" 28761446 28761600 3.06 4.39e-05 "Srpk1" "serine/arginine-rich protein specific kinase 1" "17" 28724593 28759466 -1 "A3.3" NA -0.0179184691 6.4373234042 0.8333505455 1
"ENSMUSG00000004934" "chr10-1190" "chr10" 80630289 80630449 2.72 6.42e-06 "Pias4" "protein inhibitor of activated STAT 4" "10" 80616011 80630668 -1 "C1" NA 0.0245058423 4.517497879 0.8204253152 1
