"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000000881" "chrX-1041" "chrX" 97992858 97993052 2.24 2.69e-05 "Dlg3" "discs, large homolog 3 (Drosophila)" "X" 97963061 98013749 1 "C3" NA -0.0337943729 7.4936657497 0.6807999847 1
"ENSMUSG00000000958" "chr14-2311" "chr14" 55027623 55027817 3.16 2.1e-08 "Slc7a7" "solute carrier family 7 (cationic amino acid transporter, y+ system), member 7" "14" 54989128 55032856 -1 "C2" NA -0.0887167106 0.5756899986 0.7101505354 1
"ENSMUSG00000000959" "chr14-2311" "chr14" 55027623 55027817 3.16 2.1e-08 "Oxa1l" "oxidase assembly 1-like" "14" 54980525 54989353 1 "C2" NA 0.0917565406 5.3820362963 0.2979837508 1
"ENSMUSG00000001036" "chr11-4343" "chr11" 61361601 61361795 2.77 8.79e-08 "Epn2" "epsin 2" "11" 61330751 61393187 -1 "B2" NA -0.0615277984 7.0950024873 0.453555869 1
"ENSMUSG00000001036" "chr11-5806" "chr11" 61374440 61374634 2.29 8.94e-05 "Epn2" "epsin 2" "11" 61330751 61393187 -1 "B2" NA -0.0615277984 7.0950024873 0.453555869 1
"ENSMUSG00000001098" "chr5-6354" "chr5" 114819016 114819206 2.35 5.08e-05 "Kctd10" "potassium channel tetramerisation domain containing 10" "5" 114813576 114830524 -1 "F" NA -0.0245803315 5.9789490221 0.769391573 1
"ENSMUSG00000001151" "chr10-3193" "chr10" 75809063 75809253 2.28 1.55e-05 "Pcnt" "pericentrin (kendrin)" "10" 75813999 75905657 -1 "C1" NA -0.0015168304 4.9702935397 0.9889960373 1
"ENSMUSG00000001173" "chrX-905" "chrX" 45369267 45369457 2.19 1.6e-05 "Ocrl" "oculocerebrorenal syndrome of Lowe" "X" 45265564 45319045 1 "A4" NA 0.0133988921 6.5798250024 0.8709848605 1
"ENSMUSG00000001227" "chr17-2027" "chr17" 56272642 56272836 2.26 5.34e-06 "Sema6b" "sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B" "17" 56262508 56279766 -1 "D" NA 0.0923275263 6.9807594185 0.2605237367 1
"ENSMUSG00000001229" "chr17-3920" "chr17" 56370498 56370688 2.79 7.88e-06 "Dpp9" "dipeptidylpeptidase 9" "17" 56326105 56358312 -1 "D" NA 0.0228242809 6.2492116102 0.7834526648 1
"ENSMUSG00000001247" "chr7-6746" "chr7" 31754698 31754888 2.77 3.08e-05 "Lsr" "lipolysis stimulated lipoprotein receptor" "7" 31742428 31768188 -1 "B1" NA 0.1050891601 2.6754605912 0.5056787985 1
"ENSMUSG00000001280" "chr15-5218" "chr15" 102231530 102231724 2.86 3.34e-05 "Sp1" "trans-acting transcription factor 1" "15" 102236574 102266835 1 "F3" NA 0.0064384473 4.9732106222 0.9463898774 1
"ENSMUSG00000001300" "chr8-4994" "chr8" 8635524 8635714 3.39 9.3e-08 "Efnb2" "ephrin B2" "8" 8617434 8661239 -1 "A1.1" NA -0.0762143353 6.3238082335 0.3572559864 1
"ENSMUSG00000001333" "chr4-7580" "chr4" 128963853 128964043 4.02 2.24e-08 "Sync" "syncoilin" "4" 128964861 128985803 1 "D2.2" NA 0.0422660467 -0.2731843768 0.9051302433 1
"ENSMUSG00000001424" "chr6-1578" "chr6" 28873929 28874119 2.01 1.76e-06 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA 0.0332051711 6.2591067579 0.6891334434 1
"ENSMUSG00000001424" "chr6-3659" "chr6" 28881786 28881976 2.32 3.43e-05 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA 0.0332051711 6.2591067579 0.6891334434 1
"ENSMUSG00000001424" "chr6-4411" "chr6" 28767356 28767546 2.55 2.14e-06 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA 0.0332051711 6.2591067579 0.6891334434 1
"ENSMUSG00000001424" "chr6-5448" "chr6" 28476596 28476786 3.02 1.34e-05 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA 0.0332051711 6.2591067579 0.6891334434 1
"ENSMUSG00000001424" "chr6-1917" "chr6" 28766286 28766480 2.32 2.3e-06 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA 0.0332051711 6.2591067579 0.6891334434 1
"ENSMUSG00000001435" "chr10-5869" "chr10" 76560297 76560491 2.73 9.4e-05 "Col18a1" "collagen, type XVIII, alpha 1" "10" 76514923 76629293 -1 "C1" NA 0.1281159951 4.0369713129 0.2691275304 1
"ENSMUSG00000001521" "chr6-5321" "chr6" 128302903 128303093 3.45 3.53e-07 "Tulp3" "tubby-like protein 3" "6" 128271158 128305869 -1 "F3" NA -0.0080555279 4.5837355493 0.9384963999 1
"ENSMUSG00000001521" "chr6-1997" "chr6" 128300363 128300557 2.18 3.64e-06 "Tulp3" "tubby-like protein 3" "6" 128271158 128305869 -1 "F3" NA -0.0080555279 4.5837355493 0.9384963999 1
"ENSMUSG00000001576" "chr17-1860" "chr17" 26747691 26747885 2.12 5.3e-06 "Ergic1" "endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1" "17" 26698434 26793876 1 "A3.3" NA 0.0366482349 6.9204901024 0.6554304826 1
"ENSMUSG00000001642" "chr6-4446" "chr6" 34243068 34243258 2.68 2.25e-05 "Akr1b3" "aldo-keto reductase family 1, member B3 (aldose reductase)" "6" 34253934 34267497 -1 "B1" NA -0.0064929994 4.6308948389 0.9497581329 1
"ENSMUSG00000001750" "chr19-804" "chr19" 3895908 3896098 2.01 2.29e-07 "Tcirg1" "T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3" "19" 3896050 3907133 -1 "A" NA -0.1343419033 3.9893456867 0.2523482329 1
"ENSMUSG00000001763" "chr6-2881" "chr6" 29666629 29666819 2.71 2.91e-07 "Tspan33" "tetraspanin 33" "6" 29644222 29668559 1 "A3.3" NA 0.0286788489 4.7168758963 0.772419212 1
"ENSMUSG00000001768" "chr2-4520" "chr2" 145709904 145710094 2.51 1.5e-06 "Rin2" "Ras and Rab interactor 2" "2" 145610470 145713352 1 "G1" NA -0.0169280318 4.8717013534 0.8603433863 1
"ENSMUSG00000001768" "chr2-5260" "chr2" 145674513 145674703 2.21 3.61e-05 "Rin2" "Ras and Rab interactor 2" "2" 145610470 145713352 1 "G1" NA -0.0169280318 4.8717013534 0.8603433863 1
"ENSMUSG00000001768" "chr2-9307" "chr2" 145672949 145673139 3.27 3.2e-07 "Rin2" "Ras and Rab interactor 2" "2" 145610470 145713352 1 "G1" NA -0.0169280318 4.8717013534 0.8603433863 1
"ENSMUSG00000001829" "chr7-4566" "chr7" 108830342 108830532 2.51 7.98e-06 "Clpb" "ClpB caseinolytic peptidase B homolog (E. coli)" "7" 108812147 108943974 1 "E3" NA -0.0404266525 5.8324430822 0.6329596622 1
"ENSMUSG00000001833" "chr9-4823" "chr9" 25022718 25022908 2.35 5.08e-05 "40792" "septin 7" "9" 25056204 25116150 1 "A4" NA -0.0351195779 8.4628097017 0.6707086766 1
"ENSMUSG00000001870" "chr17-3645" "chr17" 75343583 75343773 2.56 1.14e-05 "Ltbp1" "latent transforming growth factor beta binding protein 1" "17" 75404908 75791852 1 "E2" NA -0.1663872005 2.8893582125 0.2690528937 1
"ENSMUSG00000001911" "chr8-3380" "chr8" 87339116 87339310 2.15 2.67e-05 "Nfix" "nuclear factor I/X" "8" 87223775 87324243 -1 "C3" NA -0.188352958 6.44778361 0.0226 0.787
"ENSMUSG00000001942" "chr9-4867" "chr9" 37436168 37436358 2.55 2.14e-06 "Siae" "sialic acid acetylesterase" "9" 37421432 37455903 1 "A4" NA 0.0989614443 4.3531447881 0.3579225907 1
"ENSMUSG00000001985" "chr4-3366" "chr4" 125076425 125076615 2.44 3.84e-06 "Grik3" "glutamate receptor, ionotropic, kainate 3" "4" 125167944 125391417 1 "D2.2" NA 0.0291392558 6.4749817522 0.7243938655 1
"ENSMUSG00000001985" "chr4-9660" "chr4" 125312262 125312452 4.27 1.05e-06 "Grik3" "glutamate receptor, ionotropic, kainate 3" "4" 125167944 125391417 1 "D2.2" NA 0.0291392558 6.4749817522 0.7243938655 1
"ENSMUSG00000001995" "chr8-3523" "chr8" 127893820 127894010 2.21 3.61e-05 "Sipa1l2" "signal-induced proliferation-associated 1 like 2" "8" 127941963 128016610 -1 "E2" NA 0.00777584 5.7056295236 0.9283160023 1
"ENSMUSG00000001995" "chr8-7583" "chr8" 128016165 128016355 2.87 4.11e-05 "Sipa1l2" "signal-induced proliferation-associated 1 like 2" "8" 127941963 128016610 -1 "E2" NA 0.00777584 5.7056295236 0.9283160023 1
"ENSMUSG00000001995" "chr8-8569" "chr8" 128047978 128048168 3.62 5.02e-06 "Sipa1l2" "signal-induced proliferation-associated 1 like 2" "8" 127941963 128016610 -1 "E2" NA 0.00777584 5.7056295236 0.9283160023 1
"ENSMUSG00000002010" "chrX-1399" "chrX" 71028457 71028647 3.69 3.56e-07 "Idh3g" "isocitrate dehydrogenase 3 (NAD+), gamma" "X" 71024302 71032236 -1 "A7.3" NA 0.0325059186 6.7392664438 0.6926204073 1
"ENSMUSG00000002012" "chrX-1525" "chrX" 70903235 70903425 2.68 2.25e-05 "Pnck" "pregnancy upregulated non-ubiquitously expressed CaM kinase" "X" 70901333 70905456 -1 "A7.3" NA 0.1280441508 7.3137446402 0.119 1
"ENSMUSG00000002028" "chr9-8244" "chr9" 44625493 44625683 2.51 4.3e-05 "Mll1" "myeloid/lymphoid or mixed-lineage leukemia 1" "9" 44611438 44689379 -1 "A5.2" NA -0.0884397526 7.6569582125 0.2817166263 1
"ENSMUSG00000002028" "chr9-8350" "chr9" 44662438 44662632 4.97 5.16e-08 "Mll1" "myeloid/lymphoid or mixed-lineage leukemia 1" "9" 44611438 44689379 -1 "A5.2" NA -0.0884397526 7.6569582125 0.2817166263 1
"ENSMUSG00000002058" "chr11-6208" "chr11" 78159015 78159205 2.07 7.79e-05 "Unc119" "unc-119 homolog (C. elegans)" "11" 78156984 78162666 1 "B5" NA 0.1062694588 4.7349087176 0.2808671974 1
"ENSMUSG00000002107" "chr2-11969" "chr2" 6541756 6541946 3.42 1.85e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA -0.0657986571 8.8301620474 0.4273396564 1
"ENSMUSG00000002107" "chr2-4976" "chr2" 6749241 6749431 2.28 1.55e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA -0.0657986571 8.8301620474 0.4273396564 1
"ENSMUSG00000002107" "chr2-7087" "chr2" 6825125 6825315 2.15 8.17e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA -0.0657986571 8.8301620474 0.4273396564 1
"ENSMUSG00000002107" "chr2-10715" "chr2" 6819518 6819708 4.27 1.05e-06 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA -0.0657986571 8.8301620474 0.4273396564 1
"ENSMUSG00000002107" "chr2-9617" "chr2" 6985658 6985848 3.59 9.68e-08 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA -0.0657986571 8.8301620474 0.4273396564 1
"ENSMUSG00000002210" "chr7-5114" "chr7" 25204868 25205058 2.41 2.64e-06 "1500002O20Rik" "RIKEN cDNA 1500002O20 gene" "7" 25184638 25207797 1 "A3" NA 0.080944431 4.8713178907 0.3989239293 1
"ENSMUSG00000002210" "chr7-9236" "chr7" 25209252 25209442 5.28 1.74e-09 "1500002O20Rik" "RIKEN cDNA 1500002O20 gene" "7" 25184638 25207797 1 "A3" NA 0.080944431 4.8713178907 0.3989239293 1
"ENSMUSG00000002250" "chr17-5075" "chr17" 28384907 28385097 2.57 6.15e-05 "Ppard" "peroxisome proliferator activator receptor delta" "17" 28369699 28438414 1 "A3.3" NA -0.0048609548 4.1718159296 0.9681274856 1
"ENSMUSG00000002279" "chr17-5037" "chr17" 25769914 25770104 2.68 2.25e-05 "Lmf1" "lipase maturation factor 1" "17" 25716119 25799771 1 "A3.3" NA -0.009972787 3.9147192338 0.9353592936 1
"ENSMUSG00000002279" "chr17-2977" "chr17" 25712948 25713142 2.4 5.58e-05 "Lmf1" "lipase maturation factor 1" "17" 25716119 25799771 1 "A3.3" NA -0.009972787 3.9147192338 0.9353592936 1
"ENSMUSG00000002475" "chr18-1203" "chr18" 10656019 10656213 2.12 3.54e-06 "Abhd3" "abhydrolase domain containing 3" "18" 10644409 10706769 -1 "A1" NA -0.0300370378 6.123752593 0.7183035726 1
"ENSMUSG00000002489" "chr16-2164" "chr16" 89861825 89862015 2.13 3.58e-05 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.1113146837 7.3590444404 0.175 1
"ENSMUSG00000002489" "chr16-2347" "chr16" 90052125 90052315 2.13 3.58e-05 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.1113146837 7.3590444404 0.175 1
"ENSMUSG00000002489" "chr16-3616" "chr16" 89837551 89837741 2.57 6.15e-05 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.1113146837 7.3590444404 0.175 1
"ENSMUSG00000002489" "chr16-3207" "chr16" 89840888 89841078 4.19 5.28e-09 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.1113146837 7.3590444404 0.175 1
"ENSMUSG00000002489" "chr16-2182" "chr16" 89873581 89873775 2.27 5.99e-05 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.1113146837 7.3590444404 0.175 1
"ENSMUSG00000002489" "chr16-1511" "chr16" 90142245 90142435 2.15 3.16e-06 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.1113146837 7.3590444404 0.175 1
"ENSMUSG00000002688" "chr12-1594" "chr12" 51453351 51453541 2.06 2.25e-05 "Prkd1" "protein kinase D1" "12" 51442218 51750210 -1 "B3" NA 0.0316496729 3.5070482228 0.8131626006 1
"ENSMUSG00000002688" "chr12-3079" "chr12" 51553464 51553654 2.28 1.55e-05 "Prkd1" "protein kinase D1" "12" 51442218 51750210 -1 "B3" NA 0.0316496729 3.5070482228 0.8131626006 1
"ENSMUSG00000002688" "chr12-4343" "chr12" 51748683 51748873 2.24 8.13e-05 "Prkd1" "protein kinase D1" "12" 51442218 51750210 -1 "B3" NA 0.0316496729 3.5070482228 0.8131626006 1
"ENSMUSG00000002699" "chr11-7920" "chr11" 33954362 33954552 3.02 8.69e-07 "Lcp2" "lymphocyte cytosolic protein 2" "11" 33946920 33992295 1 "A4" NA -0.0105909135 2.0344544894 0.9610106314 1
