"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000001240" "chr11-2142" "chr11" 101091882 101092058 2.1 3.1e-08 "Ramp2" "receptor (calcitonin) activity modifying protein 2" "11" 101107342 101120860 1 "D" NA 0.0892341599 3.2960941006 0.5522341 1
"ENSMUSG00000001247" "chr7-3155" "chr7" 31758671 31758843 2.31 3.39e-06 "Lsr" "lipolysis stimulated lipoprotein receptor" "7" 31742428 31768188 -1 "B1" NA 0.2289446831 2.3465362097 0.218 1
"ENSMUSG00000001419" "chr3-3610" "chr3" 87974135 87974307 2.84 2.25e-06 "Mef2d" "myocyte enhancer factor 2D" "3" 87946294 87976008 1 "F1" NA -0.0361849606 7.4334861747 0.5534758228 1
"ENSMUSG00000001424" "chr6-3569" "chr6" 28579507 28579683 2.97 1.29e-07 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA 0.0001479036 6.668783126 0.9995452787 1
"ENSMUSG00000001424" "chr6-3047" "chr6" 28841430 28841602 2.38 1.07e-05 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA 0.0001479036 6.668783126 0.9995452787 1
"ENSMUSG00000001424" "chr6-4796" "chr6" 28812683 28812855 2.26 8.94e-05 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA 0.0001479036 6.668783126 0.9995452787 1
"ENSMUSG00000001441" "chr11-5853" "chr11" 97162388 97162564 2.18 6.27e-05 "Npepps" "aminopeptidase puromycin sensitive" "11" 97067156 97141952 -1 "D" NA -0.0143444202 7.6220252914 0.8120029729 1
"ENSMUSG00000001467" "chr5-5308" "chr5" 4160168 4160340 2.55 4.69e-05 "Cyp51" "cytochrome P450, family 51" "5" 4081145 4104746 -1 "A1" NA -0.0062332977 6.5559374945 0.9218233709 1
"ENSMUSG00000001506" "chr11-4649" "chr11" 94798265 94798437 2.69 1.24e-06 "Col1a1" "collagen, type I, alpha 1" "11" 94797538 94814356 1 "D" NA 0.1898155999 2.0906608247 0.3362784524 1
"ENSMUSG00000001576" "chr17-1903" "chr17" 26797054 26797230 2.25 1.21e-07 "Ergic1" "endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1" "17" 26698434 26793876 1 "A3.3" NA 0.0152520989 7.0965073434 0.8112667327 1
"ENSMUSG00000001687" "chr5-5807" "chr5" 149331070 149331246 2.55 3.41e-05 "Ubl3" "ubiquitin-like 3" "5" 149316207 149364365 -1 "G3" NA -0.0006714417 7.3311911229 0.9897984858 1
"ENSMUSG00000001773" "chr7-6949" "chr7" 93922032 93922208 2.41 5.96e-05 "Folh1" "folate hydrolase" "7" 93867862 93924374 -1 "D3" NA 0.03830605 3.8106089124 0.7702606711 1
"ENSMUSG00000001829" "chr7-9003" "chr7" 108821302 108821474 2.82 3.34e-05 "Clpb" "ClpB caseinolytic peptidase B homolog (E. coli)" "7" 108812147 108943974 1 "E3" NA -0.0244816074 5.9054754497 0.7354489638 1
"ENSMUSG00000001833" "chr9-1402" "chr9" 24979397 24979573 2.01 1.23e-07 "40792" "septin 7" "9" 25056204 25116150 1 "A4" NA 0.0234853833 8.260656696 0.6941431411 1
"ENSMUSG00000001855" "chr2-2723" "chr2" 31894196 31894368 2.32 6.65e-07 "Nup214" "nucleoporin 214" "2" 31829956 31909495 1 "B" NA -0.0148999592 5.5668363828 0.8476211611 1
"ENSMUSG00000001911" "chr8-2420" "chr8" 87268988 87269164 2.52 1.36e-07 "Nfix" "nuclear factor I/X" "8" 87223775 87324243 -1 "C3" NA -0.0063839173 6.3759784639 0.9237211416 1
"ENSMUSG00000001911" "chr8-3274" "chr8" 87334660 87334836 2.04 8.21e-05 "Nfix" "nuclear factor I/X" "8" 87223775 87324243 -1 "C3" NA -0.0063839173 6.3759784639 0.9237211416 1
"ENSMUSG00000001911" "chr8-7072" "chr8" 87240003 87240179 2.3 9.67e-05 "Nfix" "nuclear factor I/X" "8" 87223775 87324243 -1 "C3" NA -0.0063839173 6.3759784639 0.9237211416 1
"ENSMUSG00000001985" "chr4-3409" "chr4" 125375670 125375842 3.92 5.37e-10 "Grik3" "glutamate receptor, ionotropic, kainate 3" "4" 125167944 125391417 1 "D2.2" NA -0.0668253453 6.9110040561 0.2896010536 1
"ENSMUSG00000001985" "chr4-9171" "chr4" 125272998 125273170 2.61 6.68e-05 "Grik3" "glutamate receptor, ionotropic, kainate 3" "4" 125167944 125391417 1 "D2.2" NA -0.0668253453 6.9110040561 0.2896010536 1
"ENSMUSG00000001985" "chr4-8092" "chr4" 125356357 125356529 2.94 1.14e-05 "Grik3" "glutamate receptor, ionotropic, kainate 3" "4" 125167944 125391417 1 "D2.2" NA -0.0668253453 6.9110040561 0.2896010536 1
"ENSMUSG00000001986" "chrX-700" "chrX" 38754535 38754711 2.23 6.35e-07 "Gria3" "glutamate receptor, ionotropic, AMPA3 (alpha 3)" "X" 38754031 39031778 1 "A3.3" NA -0.066332698 6.7441793614 0.3004251824 1
"ENSMUSG00000001986" "chrX-1035" "chrX" 38740193 38740369 2.04 5.33e-05 "Gria3" "glutamate receptor, ionotropic, AMPA3 (alpha 3)" "X" 38754031 39031778 1 "A3.3" NA -0.066332698 6.7441793614 0.3004251824 1
"ENSMUSG00000001995" "chr8-3377" "chr8" 127985379 127985555 2.64 2.26e-06 "Sipa1l2" "signal-induced proliferation-associated 1 like 2" "8" 127941963 128016610 -1 "E2" NA -0.0393106003 6.0436977437 0.5770596718 1
"ENSMUSG00000001998" "chr2-11242" "chr2" 126867224 126867396 2.82 3.34e-05 "Ap4e1" "adaptor-related protein complex AP-4, epsilon 1" "2" 126834453 126893645 1 "F1" NA 0.019216048 4.164021485 0.8727549491 1
"ENSMUSG00000002107" "chr2-5683" "chr2" 6984552 6984728 2.64 2.26e-06 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA -0.0704426265 7.4534135811 0.249 1
"ENSMUSG00000002279" "chr17-5103" "chr17" 25802641 25802813 2.69 9.4e-05 "Lmf1" "lipase maturation factor 1" "17" 25716119 25799771 1 "A3.3" NA -0.0103471998 4.0896937523 0.9274961138 1
"ENSMUSG00000002379" "chr17-5849" "chr17" 56862755 56862931 4.85 3.78e-08 "Ndufa11" "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11" "17" 56857185 56863671 1 "D" NA -0.0824193595 5.9433094453 0.252 1
"ENSMUSG00000002489" "chr16-3853" "chr16" 90048050 90048226 3.35 9.69e-07 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.1222235563 5.8230710132 0.0969 1
"ENSMUSG00000002489" "chr16-1897" "chr16" 89986455 89986627 2.07 5.75e-05 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.1222235563 5.8230710132 0.0969 1
"ENSMUSG00000002489" "chr16-3131" "chr16" 90044006 90044178 2.49 3.27e-05 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.1222235563 5.8230710132 0.0969 1
"ENSMUSG00000002489" "chr16-4031" "chr16" 89873420 89873592 3.59 1.46e-06 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.1222235563 5.8230710132 0.0969 1
"ENSMUSG00000002603" "chr7-2945" "chr7" 26490033 26490209 2.38 5.86e-07 "Tgfb1" "transforming growth factor, beta 1" "7" 26472021 26490096 1 "A3" NA 0.0434304303 1.8403624007 0.8476061585 1
"ENSMUSG00000002608" "chr7-2945" "chr7" 26490033 26490209 2.38 5.86e-07 "Ccdc97" "coiled-coil domain containing 97" "7" 26496125 26504107 -1 "A3" NA -0.0361413486 5.7218741787 0.6304193796 1
"ENSMUSG00000002688" "chr12-2872" "chr12" 51725459 51725635 2.16 2.67e-05 "Prkd1" "protein kinase D1" "12" 51442218 51750210 -1 "B3" NA 0.150068773 3.8738761576 0.235 1
"ENSMUSG00000002688" "chr12-3346" "chr12" 51648180 51648352 3.23 2.46e-08 "Prkd1" "protein kinase D1" "12" 51442218 51750210 -1 "B3" NA 0.150068773 3.8738761576 0.235 1
"ENSMUSG00000002803" "chr12-5964" "chr12" 114191484 114191660 2.41 5.96e-05 "Btbd6" "BTB (POZ) domain containing 6" "12" 114214693 114217141 1 "F1" NA -0.0074791918 5.298678783 0.9262332126 1
"ENSMUSG00000002871" "chr6-5547" "chr6" 88908885 88909061 2.93 8.3e-06 "Tpra1" "transmembrane protein, adipocyte asscociated 1" "6" 88852245 88862232 1 "D1" NA -0.0180574203 5.6001286644 0.8131630483 1
"ENSMUSG00000002957" "chr7-10693" "chr7" 148794148 148794320 2.69 9.4e-05 "Ap2a2" "adaptor protein complex AP-2, alpha 2 subunit" "7" 148748079 148818910 1 "F5" NA -0.015704029 7.86328878 0.7919402951 1
"ENSMUSG00000002997" "chr12-3318" "chr12" 32661775 32661947 2.31 2.57e-05 "Prkar2b" "protein kinase, cAMP dependent regulatory, type II beta" "12" 32643341 32746161 -1 "A3" NA -0.0748213292 6.2946577566 0.2704797162 1
"ENSMUSG00000003099" "chr7-3868" "chr7" 17611296 17611472 2.21 7.73e-06 "Ppp5c" "protein phosphatase 5, catalytic subunit" "7" 17589989 17613273 -1 "A2" NA -0.0295501498 6.5435458138 0.6530087415 1
"ENSMUSG00000003153" "chr6-2346" "chr6" 122690492 122690664 2.11 1.19e-05 "Slc2a3" "solute carrier family 2 (facilitated glucose transporter), member 3" "6" 122677827 122751658 -1 "F2" NA -0.0364389538 7.1895445551 0.5559583907 1
"ENSMUSG00000003178" "chr6-5777" "chr6" 121006344 121006520 2.92 3.37e-05 "Mical3" "microtubule associated monoxygenase, calponin and LIM domain containing 3" "6" 120951381 121031627 -1 "F1" NA -0.0623809712 4.3664475485 0.5606476965 1
"ENSMUSG00000003279" "chr17-3055" "chr17" 70658210 70658386 2.38 3.97e-05 "Dlgap1" "discs, large (Drosophila) homolog-associated protein 1" "17" 70318413 71170753 1 "E1.3" NA -0.1303808812 6.7380108065 0.0418 1
"ENSMUSG00000003410" "chr9-4017" "chr9" 21834056 21834228 3.04 2.51e-07 "Elavl3" "ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)" "9" 21819449 21856467 -1 "A3" NA -0.1083080619 8.01784361 0.069 1
"ENSMUSG00000003526" "chr16-1694" "chr16" 18087532 18087708 2.62 4.09e-07 "Prodh" "proline dehydrogenase" "16" 18060450 18090296 -1 "A3" NA -0.0201662862 4.7675657001 0.8296064302 1
"ENSMUSG00000003575" "chr8-2270" "chr8" 72941934 72942110 2.2 5.07e-06 "Crtc1" "CREB regulated transcription coactivator 1" "8" 72906254 72963478 -1 "B3.3" NA 0.0010857055 7.243340149 0.9903042487 1
"ENSMUSG00000003581" "chr11-5593" "chr11" 4043693 4043865 2.16 9.03e-05 "Rnf215" "ring finger protein 215" "11" 4035205 4041175 1 "A1" NA 0.0330047829 5.2803602054 0.6992912012 1
"ENSMUSG00000003617" "chr3-2233" "chr3" 19859802 19859978 2.41 7.14e-06 "Cp" "ceruloplasmin" "3" 19857054 19909145 1 "A2" NA 0.0366687026 3.8810193153 0.7741635184 1
"ENSMUSG00000003657" "chr8-3550" "chr8" 112654630 112654806 2.55 6.06e-06 "Calb2" "calbindin 2" "8" 112661402 112692110 -1 "E1" NA -0.0170836842 7.9610200302 0.7723883431 1
"ENSMUSG00000003657" "chr8-5329" "chr8" 112710956 112711132 2.38 3.97e-05 "Calb2" "calbindin 2" "8" 112661402 112692110 -1 "E1" NA -0.0170836842 7.9610200302 0.7723883431 1
"ENSMUSG00000003778" "chr18-1681" "chr18" 34783247 34783423 2.31 1.16e-05 "Brd8" "bromodomain containing 8" "18" 34758269 34784255 -1 "B1" NA 0.056344669 6.3072751004 0.4120111508 1
"ENSMUSG00000003810" "chr4-5734" "chr4" 116043908 116044080 2.41 8.21e-05 "Mast2" "microtubule associated serine/threonine kinase 2" "4" 115979367 116136788 -1 "D1" NA -0.0515153748 7.3178619771 0.4028019579 1
"ENSMUSG00000003847" "chr8-5301" "chr8" 109891836 109892012 3.06 1.65e-07 "Nfat5" "nuclear factor of activated T cells 5" "8" 109817370 109903417 1 "D3" NA 0.0161528327 6.8983164554 0.8024784724 1
"ENSMUSG00000004054" "chr19-1071" "chr19" 5690713 5690889 2.6 4.68e-10 "Map3k11" "mitogen-activated protein kinase kinase kinase 11" "19" 5689131 5702862 1 "A" NA -0.0238146983 4.5864044994 0.8106909135 1
"ENSMUSG00000004071" "chr16-1626" "chr16" 4785077 4785249 2.24 5.99e-05 "5730403B10Rik" "RIKEN cDNA 5730403B10 gene" "16" 4750348 4790292 -1 "A1" NA -0.0450216681 8.2168768575 0.4453454014 1
"ENSMUSG00000004105" "chr2-4044" "chr2" 33108727 33108903 2.04 5.33e-05 "Angptl2" "angiopoietin-like 2" "2" 33071589 33103237 1 "B" NA 0.2071775279 1.2003695301 0.3725574094 1
"ENSMUSG00000004110" "chr1-2454" "chr1" 156349991 156350163 2.17 8.09e-06 "Cacna1e" "calcium channel, voltage-dependent, R type, alpha 1E subunit" "1" 156239649 156573049 -1 "G3" NA 0.0249395125 7.3877357759 0.6889143601 1
"ENSMUSG00000004110" "chr1-6546" "chr1" 156375837 156376009 3.06 3.73e-06 "Cacna1e" "calcium channel, voltage-dependent, R type, alpha 1E subunit" "1" 156239649 156573049 -1 "G3" NA 0.0249395125 7.3877357759 0.6889143601 1
"ENSMUSG00000004110" "chr1-6547" "chr1" 156623511 156623683 6.53 5.59e-10 "Cacna1e" "calcium channel, voltage-dependent, R type, alpha 1E subunit" "1" 156239649 156573049 -1 "G3" NA 0.0249395125 7.3877357759 0.6889143601 1
"ENSMUSG00000004110" "chr1-7400" "chr1" 156346477 156346649 2.61 6.68e-05 "Cacna1e" "calcium channel, voltage-dependent, R type, alpha 1E subunit" "1" 156239649 156573049 -1 "G3" NA 0.0249395125 7.3877357759 0.6889143601 1
"ENSMUSG00000004207" "chr10-4460" "chr10" 59761201 59761377 3.32 2.44e-07 "Psap" "prosaposin" "10" 59740375 59765345 1 "B4" NA -0.0063557242 10.7227073231 0.9078669939 1
"ENSMUSG00000004508" "chr7-3014" "chr7" 104395441 104395617 2.04 2.26e-05 "Gab2" "growth factor receptor bound protein 2-associated protein 2" "7" 104230261 104457450 1 "E1" NA -0.0121291462 5.0216575908 0.8905754129 1
"ENSMUSG00000004508" "chr7-3525" "chr7" 104228211 104228387 2.1 9.07e-05 "Gab2" "growth factor receptor bound protein 2-associated protein 2" "7" 104230261 104457450 1 "E1" NA -0.0121291462 5.0216575908 0.8905754129 1
"ENSMUSG00000004530" "chr5-2673" "chr5" 114325953 114326129 2.18 1.44e-06 "Coro1c" "coronin, actin binding protein 1C" "5" 114292445 114358767 -1 "F" NA 0.0406279499 6.8313441875 0.5273227153 1
"ENSMUSG00000004535" "chr6-2348" "chr6" 52674997 52675173 2.65 1.06e-07 "Tax1bp1" "Tax1 (human T cell leukemia virus type I) binding protein 1" "6" 52663723 52716774 1 "B3" NA -0.0281383056 7.279462441 0.6475470733 1
"ENSMUSG00000004591" "chr3-7602" "chr3" 142528646 142528818 4.41 1.13e-06 "Pkn2" "protein kinase N2" "3" 142453866 142544968 -1 "H1" NA 0.0421135398 5.2155130683 0.6259168102 1
"ENSMUSG00000004633" "chr6-5429" "chr6" 54206385 54206561 2.28 6.35e-05 "Chn2" "chimerin (chimaerin) 2" "6" 53989548 54251804 1 "B3" NA -0.0969364045 5.8673125291 0.186 1
"ENSMUSG00000004633" "chr6-5431" "chr6" 54210041 54210217 3.5 2.73e-07 "Chn2" "chimerin (chimaerin) 2" "6" 53989548 54251804 1 "B3" NA -0.0969364045 5.8673125291 0.186 1
"ENSMUSG00000004667" "chr10-4108" "chr10" 79505401 79505573 2.61 3.37e-06 "Polr2e" "polymerase (RNA) II (DNA directed) polypeptide E" "10" 79498694 79502540 -1 "C1" NA 0.0109937648 5.0283207723 0.9081981355 1
"ENSMUSG00000004895" "chr3-4759" "chr3" 87678646 87678822 2.65 1.26e-05 "Prcc" "papillary renal cell carcinoma (translocation-associated)" "3" 87662822 87689530 -1 "F1" NA -0.0325751264 5.4073965307 0.6851979905 1
"ENSMUSG00000004936" "chr9-1851" "chr9" 64079268 64079444 2 2.37e-06 "Map2k1" "mitogen-activated protein kinase kinase 1" "9" 64033577 64101438 -1 "C" NA -0.0359848174 7.8406845403 0.5481235524 1
"ENSMUSG00000004945" "chr17-3109" "chr17" 5470967 5471143 3.25 3.95e-09 "5730437N04Rik" "RIKEN cDNA 5730437N04 gene" "17" 5410864 5440260 -1 "A1" NA 0.0273374654 5.3514136377 0.7444960935 1
"ENSMUSG00000005057" "chr5-5219" "chr5" 136709262 136709438 2.25 2.73e-05 "Sh2b2" "SH2B adaptor protein 2" "5" 136694019 136720773 -1 "G2" NA -0.1195064589 3.6609231519 0.362240416 1
"ENSMUSG00000005125" "chr15-2084" "chr15" 66755608 66755784 2.09 2.49e-05 "Ndrg1" "N-myc downstream regulated gene 1" "15" 66760883 66801202 -1 "D2" NA 0.0080847481 7.0972894278 0.8998195896 1
"ENSMUSG00000005354" "chr15-5275" "chr15" 77766059 77766231 2.94 1.14e-05 "Txn2" "thioredoxin 2" "15" 77745477 77759436 -1 "E1" NA -0.0472106063 6.3054019635 0.4861276948 1
"ENSMUSG00000005371" "chr17-6217" "chr17" 88438931 88439103 3.53 1.99e-05 "Fbxo11" "F-box protein 11" "17" 88390199 88464631 -1 "E4" NA 0.0212136826 7.1872528364 0.7368637884 1
"ENSMUSG00000005410" "chr8-3651" "chr8" 77722071 77722243 2.71 3.3e-07 "Mcm5" "minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)" "8" 77633427 77652338 1 "C1" NA -0.0692022463 1.2161653491 0.7650384446 1
"ENSMUSG00000005417" "chr11-7298" "chr11" 59535466 59535642 2.45 8.91e-05 "Mprip" "myosin phosphatase Rho interacting protein" "11" 59474807 59594362 1 "B1.3" NA -0.0334914467 8.2675234942 0.5691815268 1
"ENSMUSG00000005469" "chr8-3981" "chr8" 86498638 86498810 2.83 8.65e-06 "Prkaca" "protein kinase, cAMP dependent, catalytic, alpha" "8" 86496877 86520344 1 "C3" NA 0.0035055339 8.3143496899 0.9555842582 1
"ENSMUSG00000005533" "chr7-4507" "chr7" 75298538 75298714 2.31 1.16e-05 "Igf1r" "insulin-like growth factor I receptor" "7" 75097713 75371484 1 "D1" NA -0.0070300583 3.8424068976 0.9539773649 1
"ENSMUSG00000005533" "chr7-4458" "chr7" 75141406 75141578 2.26 8.94e-05 "Igf1r" "insulin-like growth factor I receptor" "7" 75097713 75371484 1 "D1" NA -0.0070300583 3.8424068976 0.9539773649 1
"ENSMUSG00000005534" "chr8-3546" "chr8" 3256294 3256466 2.45 2.26e-05 "Insr" "insulin receptor" "8" 3150922 3279617 -1 "A1.1" NA 0.0680082043 6.0981747418 0.3364869731 1
"ENSMUSG00000005534" "chr8-4175" "chr8" 3214823 3214995 2.58 1.26e-05 "Insr" "insulin receptor" "8" 3150922 3279617 -1 "A1.1" NA 0.0680082043 6.0981747418 0.3364869731 1
"ENSMUSG00000005610" "chr7-4293" "chr7" 118300171 118300347 2.41 7.14e-06 "Eif4g2" "eukaryotic translation initiation factor 4, gamma 2" "7" 118211499 118226544 -1 "F1" NA -0.0139724881 9.4211715166 0.8035864579 1
"ENSMUSG00000005871" "chr18-2931" "chr18" 34413764 34413936 2.45 2.26e-05 "Apc" "adenomatosis polyposis coli" "18" 34380578 34481843 1 "B1" NA -0.0329350763 7.9214769086 0.5813500545 1
"ENSMUSG00000005871" "chr18-2409" "chr18" 34415531 34415703 2.37 5.58e-05 "Apc" "adenomatosis polyposis coli" "18" 34380578 34481843 1 "B1" NA -0.0329350763 7.9214769086 0.5813500545 1
